period,quarter,order_no,po_count,pod,sales_order_no,supplier_id,product_id,ordered,amount_in_each,unit_price,amount,delivered,order_type,order_id,tax_code,transaction_no,location_id,order_date,posted,status,cost_centre,contract_id
201804,Q2,515354,0,2,8934203,3,117,2,2,210,420,2,Purchase Order,8934203,1,0,1,2018-07-06,0,O,1,15
201804,Q2,515354,0,3,8934203,3,118,2,2,210,420,2,Purchase Order,8934203,1,0,1,2018-07-06,0,O,1,15
201801,Q1,506294,1,1,8926229,3,118,1,1,210,210,1,Purchase Order,8926229,1,30549635,1,2018-04-19,210,F,1,15
201804,Q2,517999,1,1,8936504,9,120,3,36,88.6,265.8,0,Purchase Order,8936504,1,0,1,2018-07-30,0,O,1,15
201804,Q2,515644,1,1,8934440,9,120,8,96,88.6,708.8,8,Purchase Order,8934440,1,0,1,2018-07-10,0,O,1,15
201801,Q1,506716,1,1,8926645,9,120,10,120,88.6,886,10,Purchase Order,8926645,1,32052887,1,2018-04-23,886,F,1,15
201801,Q1,507574,0,2,8927257,10,121,3,3,140,420,3,Purchase Order,8927257,1,37553388,1,2018-04-27,420,F,1,15
201804,Q2,515650,1,1,8934483,10,122,5,5,100,500,5,Purchase Order,8934483,1,37555729,1,2018-07-10,500,O,1,15
201801,Q1,504978,0,3,8925120,10,122,5,5,100,500,5,Purchase Order,8925120,1,37552545,1,2018-04-06,500,F,1,15
201802,Q1,508914,1,1,8928532,10,123,1,1,195,195,1,Purchase Order,8928532,1,37553709,1,2018-05-10,195,F,1,15
201804,Q2,516350,1,1,8934971,22,123,20,400,29,580,20,Purchase Order,8934971,1,38560106,1,2018-07-13,580,F,1,15
201803,Q1,513339,1,1,8932362,22,123,10,200,29,290,10,Purchase Order,8932362,1,38559256,1,2018-06-19,290,F,1,15
201801,Q1,507255,1,1,8927060,22,123,20,400,29,580,20,Purchase Order,8927060,1,38557591,1,2018-04-26,580,F,1,15
201804,Q2,517090,0,2,8935649,20,123,1,1,295,295,1,Purchase Order,8935649,1,0,1,2018-07-23,0,O,1,15
201803,Q1,514132,1,1,8933111,20,123,1,1,295,295,1,Purchase Order,8933111,1,30551947,1,2018-06-26,295,F,1,15
201802,Q1,508185,1,1,8927792,20,123,1,1,295,295,1,Purchase Order,8927792,1,30550041,1,2018-05-03,295,F,1,15
201804,Q2,517090,0,3,8935649,20,123,1,1,295,295,1,Purchase Order,8935649,1,0,1,2018-07-23,0,O,1,15
201802,Q1,508185,0,2,8927792,20,123,1,1,295,295,1,Purchase Order,8927792,1,30550041,1,2018-05-03,295,F,1,15
201804,Q2,516350,0,2,8934971,22,123,5,100,50,250,5,Purchase Order,8934971,1,38560106,1,2018-07-13,250,F,1,15
201801,Q1,507255,0,2,8927060,22,123,5,100,50,250,5,Purchase Order,8927060,1,38557591,1,2018-04-26,250,F,1,15
201804,Q2,517769,1,1,8935421,18,123,6,600,306.6,1839.6,0,Purchase Order,8935421,1,0,1,2018-07-27,0,O,1,15
201803,Q1,513843,1,1,8932768,18,123,6,600,306.6,1839.6,6,Purchase Order,8932768,1,38559345,1,2018-06-22,1839.6,F,1,15
201803,Q1,511702,1,1,8930896,18,123,6,600,306.6,1839.6,6,Purchase Order,8930896,1,38558839,1,2018-06-05,1839.6,F,1,15
201802,Q1,510138,1,1,8929377,18,123,6,600,306.6,1839.6,6,Purchase Order,8929377,1,38558320,1,2018-05-21,1839.6,F,1,15
201801,Q1,506755,1,1,8926168,18,123,6,600,306.6,1839.6,6,Purchase Order,8926168,1,38557491,1,2018-04-23,1839.6,F,1,15
201802,Q1,508914,0,2,8928532,10,129,1,1,195,195,1,Purchase Order,8928532,1,37553709,1,2018-05-10,195,F,1,15
201803,Q1,514132,0,2,8933111,20,129,1,1,295,295,1,Purchase Order,8933111,1,30551947,1,2018-06-26,295,F,1,15
201802,Q1,508185,0,3,8927792,20,129,1,1,295,295,1,Purchase Order,8927792,1,30550041,1,2018-05-03,295,F,1,15
201804,Q2,515147,1,1,8933812,20,129,1,1,295,295,1,Purchase Order,8933812,1,30552522,1,2018-07-05,295,F,1,15
201802,Q1,508185,0,4,8927792,20,129,1,1,295,295,1,Purchase Order,8927792,1,30550041,1,2018-05-03,295,F,1,15
201804,Q2,515102,0,7,8933873,13,129,5,2500,2.6,13,5,Purchase Order,8933873,1,38560042,1,2018-07-04,13,F,1,15
201801,Q1,506717,0,2,8926637,13,129,20,10000,2.6,52,20,Purchase Order,8926637,1,38557684,1,2018-04-23,52,O,1,15
201802,Q1,507927,0,1,8927388,40,133,1,1,2147,2147,1,Purchase Order,8927388,1,37077220,1,2018-05-01,2147,F,1,15
201804,Q2,515102,0,6,8933873,13,133,6,600,0.88,5.28,6,Purchase Order,8933873,1,38560042,1,2018-07-04,5.28,F,1,15
201804,Q2,515102,0,1,8933873,13,133,2,12,2.43,4.86,2,Purchase Order,8933873,1,38560042,1,2018-07-04,4.86,F,1,15
201804,Q2,515304,1,1,8934137,30,136,12,360,25.2,302.4,12,Purchase Order,8934137,1,37555696,1,2018-07-05,302.4,F,1,15
201803,Q1,511578,1,1,8930893,30,136,8,240,25.2,201.6,8,Purchase Order,8930893,1,37554381,1,2018-06-04,201.6,O,1,15
201802,Q1,509858,1,1,8929376,30,136,8,240,25.2,201.6,8,Purchase Order,8929376,1,37553864,1,2018-05-18,201.6,O,1,15
201801,Q1,507098,1,1,8926938,30,136,8,240,25.2,201.6,8,Purchase Order,8926938,1,37552944,1,2018-04-25,201.6,O,1,15
201804,Q2,517090,1,1,8935649,20,136,1,1,295,295,1,Purchase Order,8935649,1,0,1,2018-07-23,0,O,1,15
201803,Q1,511279,1,1,8930612,44,136,4,20,200,800,4,Purchase Order,8930612,1,37077816,1,2018-06-01,800,O,1,15
201803,Q1,512350,1,1,8931023,6,140,4,4,725,2900,4,Purchase Order,8931023,1,31055136,1,2018-06-11,2900,F,1,15
201801,Q1,507544,1,1,8927354,6,140,4,4,725,2900,4,Purchase Order,8927354,1,31054331,1,2018-04-27,2900,F,1,15
201804,Q2,517742,1,1,8935588,6,141,5,5,550,2750,0,Purchase Order,8935588,1,0,1,2018-07-27,0,O,1,15
201804,Q2,514701,1,1,8933585,6,141,5,5,550,2750,5,Purchase Order,8933585,1,31055960,1,2018-06-29,2750,F,1,15
201801,Q1,505442,1,1,8925477,6,142,1,1,415,415,1,Purchase Order,8925477,1,31053371,1,2018-04-11,415,F,1,15
201801,Q1,505442,0,2,8925477,6,143,1,1,415,415,1,Purchase Order,8925477,1,31053371,1,2018-04-11,415,F,1,15
201802,Q1,508185,0,5,8927792,20,144,1,1,295,295,1,Purchase Order,8927792,1,30550041,1,2018-05-03,295,F,1,15
201802,Q1,508185,0,6,8927792,20,144,1,1,295,295,1,Purchase Order,8927792,1,30550041,1,2018-05-03,295,F,1,15
201803,Q1,511703,0,2,8930438,14,144,2,2,50,100,2,Purchase Order,8930438,1,30551249,1,2018-06-05,100,F,1,15
201804,Q2,517772,1,1,8935587,14,144,30,30,80,2400,0,Purchase Order,8935587,1,0,1,2018-07-27,0,O,1,15
201803,Q1,511704,1,1,8930610,14,144,20,20,80,1600,20,Purchase Order,8930610,1,30551250,1,2018-06-05,1600,F,1,15
201802,Q1,509234,1,1,8928361,14,144,20,20,80,1600,20,Purchase Order,8928361,1,30550536,1,2018-05-14,1600,F,1,15
201801,Q1,505169,0,4,8925108,14,144,20,20,80,1600,20,Purchase Order,8925108,1,30549099,1,2018-04-09,1600,F,1,15
201804,Q2,516160,1,1,8934221,14,144,15,75,72,1080,15,Purchase Order,8934221,1,0,1,2018-07-12,0,O,1,15
201802,Q1,510383,1,1,8929352,14,144,10,50,72,720,10,Purchase Order,8929352,1,30550693,1,2018-05-22,425,O,1,15
201802,Q1,510383,0,2,8929352,14,144,20,100,72,1440,20,Purchase Order,8929352,1,30550883,1,2018-05-22,1440,O,1,15
201801,Q1,505112,1,1,8925277,14,144,15,75,72,1080,15,Purchase Order,8925277,1,30549097,1,2018-04-09,1080,F,1,15
201802,Q1,510383,0,3,8929352,14,144,10,50,72,720,10,Purchase Order,8929352,1,30550693,1,2018-05-22,425,O,1,15
201802,Q1,510383,0,4,8929352,14,144,10,50,72,720,10,Purchase Order,8929352,1,30550693,1,2018-05-22,425,O,1,15
201801,Q1,505112,0,2,8925277,14,144,10,50,72,720,10,Purchase Order,8925277,1,30549097,1,2018-04-09,425,F,1,15
201801,Q1,505112,0,3,8925277,14,144,5,25,72,360,5,Purchase Order,8925277,1,30549308,1,2018-04-09,360,F,1,15
201801,Q1,505105,1,1,8925277,7,144,2,10,82,164,2,Purchase Order,8925277,1,30549098,1,2018-04-09,105,F,1,15
201804,Q2,517773,0,2,8935590,14,144,10,10,100,1000,10,Purchase Order,8935590,1,0,1,2018-07-27,0,O,1,15
201802,Q1,511203,1,1,8930399,14,144,20,20,100,2000,20,Purchase Order,8930399,1,30551115,1,2018-05-31,2000,F,1,15
201802,Q1,509233,0,2,8928106,14,144,20,20,100,2000,20,Purchase Order,8928106,1,30550534,1,2018-05-14,2000,F,1,15
201801,Q1,505169,0,2,8925108,14,144,10,10,100,1000,10,Purchase Order,8925108,1,30549179,1,2018-04-09,1000,F,1,15
201801,Q1,505169,1,1,8925108,14,144,10,10,100,1000,10,Purchase Order,8925108,1,30549101,1,2018-04-09,1000,F,1,15
201804,Q2,517773,1,1,8935590,14,144,10,10,100,1000,10,Purchase Order,8935590,1,0,1,2018-07-27,0,O,1,15
201802,Q1,511203,0,2,8930399,14,144,10,10,100,1000,10,Purchase Order,8930399,1,30551115,1,2018-05-31,1000,F,1,15
201802,Q1,509233,1,1,8928106,14,144,10,10,100,1000,10,Purchase Order,8928106,1,30550534,1,2018-05-14,1000,F,1,15
201804,Q2,516171,0,2,8934337,14,144,10,10,100,1000,0,Purchase Order,8934337,1,0,1,2018-07-12,0,O,1,15
201801,Q1,504379,0,2,8924444,14,144,10,10,100,1000,10,Purchase Order,8924444,1,30548913,1,2018-04-02,1000,F,1,15
201803,Q1,514668,0,2,8933403,14,144,13,13,100,1300,13,Purchase Order,8933403,1,30552323,1,2018-06-29,1300,F,1,15
201803,Q1,512374,0,2,8931024,14,144,10,10,100,1000,10,Purchase Order,8931024,1,30551561,1,2018-06-11,1000,F,1,15
201802,Q1,509219,0,3,8927949,14,144,10,10,100,1000,10,Purchase Order,8927949,1,30550533,1,2018-05-14,1000,F,1,15
201804,Q2,516171,1,1,8934337,14,144,20,20,100,2000,0,Purchase Order,8934337,1,0,1,2018-07-12,0,O,1,15
201801,Q1,504379,1,1,8924444,14,144,20,20,100,2000,20,Purchase Order,8924444,1,30548913,1,2018-04-02,2000,F,1,15
201803,Q1,514667,0,2,8933402,14,144,13,13,100,1300,13,Purchase Order,8933402,1,30552320,1,2018-06-29,1300,F,1,15
201803,Q1,512374,1,1,8931024,14,144,20,20,100,2000,20,Purchase Order,8931024,1,30551561,1,2018-06-11,2000,F,1,15
201802,Q1,509264,1,2,8927947,14,144,4,4,100,400,4,Purchase Order,8927947,1,30550531,1,2018-05-14,400,F,1,15
201802,Q1,509232,0,2,8927948,14,144,4,4,100,400,4,Purchase Order,8927948,1,30550535,1,2018-05-14,400,F,1,15
201802,Q1,509219,1,2,8927949,14,144,20,20,100,2000,20,Purchase Order,8927949,1,30550533,1,2018-05-14,2000,F,1,15
201801,Q1,506785,1,1,8926407,14,144,30,30,100,3000,30,Purchase Order,8926407,1,30549638,1,2018-04-23,3000,F,1,15
201802,Q1,511166,0,2,8930399,7,144,10,10,100,1000,10,Purchase Order,8930399,1,30551114,1,2018-05-31,1000,F,1,15
201801,Q1,507540,1,1,8927334,7,144,10,10,100,1000,10,Purchase Order,8927334,1,30549849,1,2018-04-27,1000,F,1,15
201801,Q1,504275,1,1,8924443,7,144,30,30,100,3000,30,Purchase Order,8924443,1,30548912,1,2018-04-02,3000,F,1,15
201804,Q2,518024,1,1,8936507,7,144,20,20,100,2000,0,Purchase Order,8936507,1,0,1,2018-07-30,0,O,1,15
201804,Q2,517752,1,1,8935589,7,144,30,30,100,3000,30,Purchase Order,8935589,1,0,1,2018-07-27,0,O,1,15
201804,Q2,516163,0,2,8934330,7,144,20,20,100,2000,20,Purchase Order,8934330,1,0,1,2018-07-12,0,O,1,15
201803,Q1,512362,1,1,8931463,7,144,30,30,100,3000,30,Purchase Order,8931463,1,0,1,2018-06-11,0,O,1,15
201803,Q1,512361,1,1,8931461,7,144,30,30,100,3000,30,Purchase Order,8931461,1,30551559,1,2018-06-11,3000,O,1,15
201802,Q1,510656,1,1,8929953,7,144,30,30,100,3000,30,Purchase Order,8929953,1,30550856,1,2018-05-24,3000,F,1,15
201802,Q1,509204,1,1,8927950,7,144,30,30,100,3000,30,Purchase Order,8927950,1,30550530,1,2018-05-14,3000,F,1,15
201801,Q1,506737,1,1,8926408,7,144,30,30,100,3000,30,Purchase Order,8926408,1,30549639,1,2018-04-23,3000,F,1,15
201804,Q2,516163,1,1,8934330,7,144,10,10,100,1000,10,Purchase Order,8934330,1,0,1,2018-07-12,0,O,1,15
201802,Q1,511166,1,1,8930399,7,144,10,10,100,1000,10,Purchase Order,8930399,1,30551114,1,2018-05-31,1000,F,1,15
201804,Q2,517774,0,2,8935707,14,144,2,2,195,390,0,Purchase Order,8935707,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517798,1,1,8935997,14,144,4,4,650,2600,4,Purchase Order,8935997,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517797,1,1,8935996,14,144,4,4,650,2600,4,Purchase Order,8935996,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517774,1,1,8935707,14,144,4,4,650,2600,0,Purchase Order,8935707,1,0,1,2018-07-27,0,O,1,15
201804,Q2,516170,1,1,8934332,14,144,4,4,650,2600,4,Purchase Order,8934332,1,0,1,2018-07-12,0,O,1,15
201804,Q2,516169,1,1,8934331,14,144,4,4,650,2600,4,Purchase Order,8934331,1,0,1,2018-07-12,0,O,1,15
201804,Q2,516161,1,1,8934333,14,144,4,4,650,2600,4,Purchase Order,8934333,1,0,1,2018-07-12,0,O,1,15
201803,Q1,513205,0,2,8932231,14,144,7,7,650,4550,7,Purchase Order,8932231,1,30551821,1,2018-06-18,3900,O,1,15
201803,Q1,513205,1,1,8932231,14,144,1,1,650,650,1,Purchase Order,8932231,1,30551821,1,2018-06-18,650,O,1,15
201803,Q1,513079,1,1,8932203,14,144,1,1,650,650,1,Purchase Order,8932203,1,30551759,1,2018-06-15,650,F,1,15
201803,Q1,512677,1,1,8931646,14,144,1,1,650,650,1,Purchase Order,8931646,1,30551563,1,2018-06-12,650,F,1,15
201803,Q1,512676,1,1,8931635,14,144,4,4,650,2600,4,Purchase Order,8931635,1,30551567,1,2018-06-12,2600,F,1,15
201803,Q1,512675,1,1,8931622,14,144,3,3,650,1950,3,Purchase Order,8931622,1,30551568,1,2018-06-12,1950,F,1,15
201803,Q1,512375,1,1,8931609,14,144,1,1,650,650,1,Purchase Order,8931609,1,30551402,1,2018-06-11,650,F,1,15
201803,Q1,511703,0,3,8930438,14,144,1,1,650,650,1,Purchase Order,8930438,1,30551249,1,2018-06-05,650,F,1,15
201802,Q1,510683,1,1,8929964,14,144,4,4,650,2600,4,Purchase Order,8929964,1,30550857,1,2018-05-24,2600,F,1,15
201802,Q1,509264,0,1,8927947,14,144,4,4,650,2600,4,Purchase Order,8927947,1,30550531,1,2018-05-14,2600,F,1,15
201802,Q1,509232,1,1,8927948,14,144,4,4,650,2600,4,Purchase Order,8927948,1,30550535,1,2018-05-14,2600,F,1,15
201802,Q1,508258,1,1,8927968,14,144,10,10,650,6500,10,Purchase Order,8927968,1,30550128,1,2018-05-03,6500,F,1,15
201801,Q1,505169,0,3,8925108,14,144,5,5,650,3250,5,Purchase Order,8925108,1,30549101,1,2018-04-09,3250,F,1,15
201803,Q1,512675,0,2,8931622,14,144,1,1,650,650,1,Purchase Order,8931622,1,30551568,1,2018-06-12,650,F,1,15
201803,Q1,511693,1,1,8930089,40,166,20,200,115.9,2318,20,Purchase Order,8930089,1,30551212,1,2018-06-05,2318,F,1,15
201801,Q1,507096,1,1,8926937,40,166,3,30,115.9,347.7,3,Purchase Order,8926937,1,30549650,1,2018-04-25,347.7,F,1,15
201804,Q2,515102,1,3,8933873,13,166,7,7,1.03,7.21,7,Purchase Order,8933873,1,38560042,1,2018-07-04,7.21,F,1,15
201802,Q1,509235,0,8,0,49,168,5,5,32.47,162.35,5,Purchase Order,8928734,1,37555734,1,2018-05-14,162.35,F,1,15
201803,Q1,511690,1,1,8930402,41,168,2,2,510,1020,2,Purchase Order,8930402,1,37078142,1,2018-06-05,1020,F,1,15
201804,Q2,516479,0,5,8935011,15,168,20,100,23.69,473.8,20,Purchase Order,8935011,1,0,1,2018-07-16,0,O,1,15
201802,Q1,510136,0,3,8929435,15,168,20,100,23.69,473.8,20,Purchase Order,8929435,1,37553990,1,2018-05-21,473.8,F,1,15
201804,Q2,516479,1,1,8935011,15,168,50,250,23.69,1184.5,50,Purchase Order,8935011,1,0,1,2018-07-16,0,O,1,15
201804,Q2,516159,0,6,8934339,15,168,19,95,23.69,450.11,19,Purchase Order,8934339,1,37555936,1,2018-07-12,450.11,O,1,15
201803,Q1,514661,0,3,8933406,15,168,30,150,23.69,710.7,30,Purchase Order,8933406,1,37555521,1,2018-06-29,710.7,O,1,15
201803,Q1,512373,0,10,8931008,15,168,50,250,23.69,1184.5,50,Purchase Order,8931008,1,37554709,1,2018-06-11,1184.5,O,1,15
201802,Q1,510136,0,4,8929435,15,168,20,100,23.69,473.8,20,Purchase Order,8929435,1,37553990,1,2018-05-21,473.8,F,1,15
201802,Q1,507924,0,4,8927537,15,168,50,250,23.69,1184.5,50,Purchase Order,8927537,1,37553366,1,2018-05-01,1184.5,F,1,15
201801,Q1,505100,1,1,8925273,15,168,50,250,23.69,1184.5,50,Purchase Order,8925273,1,37552549,1,2018-04-09,1184.5,F,1,15
201802,Q1,510344,0,5,8929697,15,176,6,30,37.6,225.6,6,Purchase Order,8929697,1,37553992,1,2018-05-22,225.6,F,1,15
201802,Q1,510344,1,6,8929697,15,177,6,30,37.6,225.6,6,Purchase Order,8929697,1,37554522,1,2018-05-22,225.6,F,1,15
201804,Q2,516479,0,2,8935011,15,178,10,50,37.6,376,10,Purchase Order,8935011,1,0,1,2018-07-16,0,O,1,15
201804,Q2,516159,0,3,8934339,15,178,15,75,37.6,564,15,Purchase Order,8934339,1,37555936,1,2018-07-12,564,O,1,15
201803,Q1,512365,0,4,8931512,15,178,15,75,37.6,564,15,Purchase Order,8931512,1,37554710,1,2018-06-11,564,F,1,15
201802,Q1,510136,1,1,8929435,15,178,15,75,37.6,564,15,Purchase Order,8929435,1,37553990,1,2018-05-21,564,F,1,15
201802,Q1,508757,0,3,8928349,15,178,10,50,37.6,376,10,Purchase Order,8928349,1,37553634,1,2018-05-09,376,F,1,15
201801,Q1,505100,0,2,8925273,15,178,15,75,37.6,564,15,Purchase Order,8925273,1,37552549,1,2018-04-09,564,F,1,15
201804,Q2,516479,0,3,8935011,15,179,10,50,37.6,376,0,Purchase Order,8935011,1,0,1,2018-07-16,0,O,1,15
201804,Q2,516159,0,4,8934339,15,179,15,75,37.6,564,15,Purchase Order,8934339,1,0,1,2018-07-12,0,O,1,15
201803,Q1,514661,0,4,8933406,15,179,10,50,37.6,376,0,Purchase Order,8933406,1,0,1,2018-06-29,0,O,1,15
201803,Q1,513921,0,3,8932896,15,179,10,50,37.6,376,10,Purchase Order,8932896,1,0,1,2018-06-25,0,O,1,15
201803,Q1,512365,0,5,8931512,15,179,15,75,37.6,564,15,Purchase Order,8931512,1,37554686,1,2018-06-11,564,F,1,15
201802,Q1,510136,0,2,8929435,15,179,15,75,37.6,564,15,Purchase Order,8929435,1,37553991,1,2018-05-21,564,F,1,15
201802,Q1,507924,0,2,8927537,15,179,10,50,37.6,376,10,Purchase Order,8927537,1,37553366,1,2018-05-01,376,F,1,15
201801,Q1,505100,0,3,8925273,15,179,15,75,37.6,564,15,Purchase Order,8925273,1,37552549,1,2018-04-09,564,F,1,15
201804,Q2,516479,0,4,8935011,15,180,10,50,37.6,376,0,Purchase Order,8935011,1,0,1,2018-07-16,0,O,1,15
201804,Q2,516159,0,5,8934339,15,180,10,50,37.6,376,0,Purchase Order,8934339,1,0,1,2018-07-12,0,O,1,15
201804,Q2,514704,0,2,8933574,15,180,10,50,37.6,376,10,Purchase Order,8933574,1,0,1,2018-06-29,0,O,1,15
201803,Q1,513921,0,4,8932896,15,180,6,30,37.6,225.6,6,Purchase Order,8932896,1,37555933,1,2018-06-25,225.6,O,1,15
201802,Q1,507924,0,3,8927537,15,180,10,50,37.6,376,10,Purchase Order,8927537,1,37553366,1,2018-05-01,376,F,1,15
201802,Q1,510344,0,7,8929697,15,181,6,30,37.6,225.6,6,Purchase Order,8929697,1,37554493,1,2018-05-22,225.6,F,1,15
201801,Q1,506643,0,4,8926631,15,181,6,30,37.6,225.6,6,Purchase Order,8926631,1,37554494,1,2018-04-23,225.6,F,1,15
201804,Q2,518081,1,1,8936502,8,182,10,10,250,2500,0,Purchase Order,8936502,1,0,1,2018-07-31,0,O,1,15
201803,Q1,514050,1,1,8932895,8,182,5,5,250,1250,5,Purchase Order,8932895,1,37555033,1,2018-06-26,1250,O,1,15
201801,Q1,507573,1,1,8927343,8,182,5,5,250,1250,5,Purchase Order,8927343,1,37553038,1,2018-04-27,1250,O,1,15
201801,Q1,505178,0,2,8925130,8,182,2,2,250,500,2,Purchase Order,8925130,1,37554308,1,2018-04-09,500,O,1,15
201801,Q1,505178,0,3,8925130,8,182,2,2,600,1200,2,Purchase Order,8925130,1,37554308,1,2018-04-09,1200,O,1,15
201804,Q2,515102,0,5,8933873,13,182,3,15000,0.44,1.32,3,Purchase Order,8933873,1,38560042,1,2018-07-04,1.32,F,1,15
201803,Q1,513548,1,2,8932448,36,186,4,20,300,1200,4,Purchase Order,8932448,1,37555071,1,2018-06-20,1200,O,1,15
201802,Q1,511136,1,1,8930415,15,186,10,50,29.87,298.7,10,Purchase Order,8930415,1,37554711,1,2018-05-31,298.7,F,1,15
201801,Q1,507066,1,1,8926958,15,186,6,30,29.87,179.22,6,Purchase Order,8926958,1,0,1,2018-04-24,0,O,1,15
201801,Q1,506717,1,1,8926637,13,186,2,2,8.44,16.88,2,Purchase Order,8926637,1,38557684,1,2018-04-23,16.88,O,1,15
201803,Q1,512373,0,4,8931008,15,189,3,15,29.87,89.61,3,Purchase Order,8931008,1,37555331,1,2018-06-11,89.61,O,1,15
201804,Q2,516479,0,6,8935011,15,189,5,25,29.87,149.35,5,Purchase Order,8935011,1,37555947,1,2018-07-16,149.35,O,1,15
201803,Q1,514661,1,1,8933406,15,189,10,50,29.87,298.7,10,Purchase Order,8933406,1,37555521,1,2018-06-29,298.7,O,1,15
201801,Q1,504711,0,2,8924887,6,189,10,50,29.87,298.7,0,Purchase Order,8924887,1,0,1,2018-04-05,0,O,1,15
201801,Q1,505443,0,2,8925484,6,189,5,25,29.87,149.35,0,Purchase Order,8925484,1,0,1,2018-04-11,0,O,1,15
201804,Q2,517796,0,4,8936348,15,189,10,50,29.87,298.7,0,Purchase Order,8936348,1,0,1,2018-07-27,0,O,1,15
201803,Q1,514661,0,5,8933406,15,189,10,50,29.87,298.7,10,Purchase Order,8933406,1,37555521,1,2018-06-29,298.7,O,1,15
201802,Q1,510344,0,3,8929697,15,189,10,50,29.87,298.7,10,Purchase Order,8929697,1,37554203,1,2018-05-22,298.7,F,1,15
201801,Q1,506643,0,2,8926631,15,189,6,30,29.87,179.22,6,Purchase Order,8926631,1,37552867,1,2018-04-23,179.22,F,1,15
201801,Q1,505100,0,5,8925273,15,189,10,50,29.87,298.7,10,Purchase Order,8925273,1,37552549,1,2018-04-09,298.7,F,1,15
201802,Q1,510344,0,2,8929697,15,189,10,50,29.87,298.7,10,Purchase Order,8929697,1,37553992,1,2018-05-22,298.7,F,1,15
201802,Q1,507924,1,1,8927537,15,189,10,50,29.87,298.7,10,Purchase Order,8927537,1,37553366,1,2018-05-01,298.7,F,1,15
201801,Q1,505443,1,1,8925484,6,189,5,25,29.87,149.35,0,Purchase Order,8925484,1,0,1,2018-04-11,0,O,1,15
201804,Q2,516159,0,2,8934339,15,189,15,75,29.87,448.05,15,Purchase Order,8934339,1,37555938,1,2018-07-12,448.05,O,1,15
201804,Q2,514984,0,2,8933839,15,189,15,75,29.87,448.05,15,Purchase Order,8933839,1,37555703,1,2018-07-03,448.05,F,1,15
201802,Q1,510344,0,1,8929697,15,189,10,50,29.87,298.7,10,Purchase Order,8929697,1,37554076,1,2018-05-22,298.7,F,1,15
201801,Q1,505100,0,4,8925273,15,189,10,50,29.87,298.7,10,Purchase Order,8925273,1,37552549,1,2018-04-09,298.7,F,1,15
201804,Q2,517796,0,10,8936348,15,189,10,50,29.87,298.7,0,Purchase Order,8936348,1,0,1,2018-07-27,0,O,1,15
201803,Q1,514661,0,2,8933406,15,189,5,25,29.87,149.35,0,Purchase Order,8933406,1,0,1,2018-06-29,0,O,1,15
201803,Q1,513921,0,2,8932896,15,189,5,25,29.87,149.35,5,Purchase Order,8932896,1,37555186,1,2018-06-25,149.35,O,1,15
201803,Q1,512373,0,9,8931008,15,189,3,15,29.87,89.61,3,Purchase Order,8931008,1,37554974,1,2018-06-11,89.61,O,1,15
201802,Q1,509128,1,1,8928795,15,189,6,30,29.87,179.22,6,Purchase Order,8928795,1,37553701,1,2018-05-14,179.22,F,1,15
201802,Q1,510344,0,4,8929697,15,189,10,50,29.87,298.7,10,Purchase Order,8929697,1,37554124,1,2018-05-22,298.7,F,1,15
201801,Q1,505376,1,1,8925427,15,189,4,20,29.87,119.48,4,Purchase Order,8925427,1,37552551,1,2018-04-10,119.48,F,1,15
201802,Q1,509128,0,2,8928795,15,189,6,30,29.87,179.22,6,Purchase Order,8928795,1,37553700,1,2018-05-14,179.22,F,1,15
201803,Q1,512373,0,8,8931008,15,189,3,15,29.87,89.61,3,Purchase Order,8931008,1,0,1,2018-06-11,0,O,1,15
201803,Q1,512373,0,3,8931008,15,200,6,18,17.92,107.52,6,Purchase Order,8931008,1,37554709,1,2018-06-11,107.52,O,1,15
201804,Q2,517796,0,5,8936348,15,212,8,40,29.87,238.96,8,Purchase Order,8936348,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517796,0,7,8936348,15,212,4,20,29.87,119.48,0,Purchase Order,8936348,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517796,0,6,8936348,15,212,8,40,29.87,238.96,8,Purchase Order,8936348,1,0,1,2018-07-27,0,O,1,15
201801,Q1,506643,0,3,8926631,15,212,6,30,29.87,179.22,6,Purchase Order,8926631,1,37552867,1,2018-04-23,179.22,F,1,15
201801,Q1,504711,1,1,8924887,6,212,4,20,29.87,119.48,0,Purchase Order,8924887,1,0,1,2018-04-05,0,O,1,15
201801,Q1,505456,1,1,8925484,15,212,3,15,29.87,89.61,3,Purchase Order,8925484,1,37552729,1,2018-04-11,89.61,F,1,15
201804,Q2,515102,0,2,8933873,13,212,1,6,6.54,6.54,1,Purchase Order,8933873,1,38560042,1,2018-07-04,6.54,F,1,15
201804,Q2,517086,1,1,8935631,21,212,4,40,105.5,422,0,Purchase Order,8935631,1,0,1,2018-07-23,0,O,1,15
201802,Q1,509954,1,1,8929434,21,212,4,40,105.5,422,4,Purchase Order,8929434,1,37554137,1,2018-05-18,422,O,1,15
201804,Q2,514740,1,1,8933569,8,212,6,6,450,2700,6,Purchase Order,8933569,1,37555225,1,2018-07-02,2700,O,1,15
201803,Q1,513549,0,3,8932563,8,212,2,2,450,900,0,Purchase Order,8932563,1,0,1,2018-06-20,0,O,1,15
