product_code,description,unit,unit_desc,units_in_each,unit_price,nhs_supply_chain_code,bunzl_product_code,unipro_code,tenant_id,supplier_id,group_id,tax_code,eclass,contract_id
DC-RH2510EHW,Ptca Balloon Cath Ryujin Plus Rx 2.50mm X 10mm Shaft 145cm,BX,Box 1,1,40,,,,1,12,2,1,3,652
DC-RH2515EHW,Ptca Balloon Cath Ryujin Plus Rx 2.50mm X 15mm Shaft 145cm,BX,Box 1,1,40,,,,1,12,2,1,3,652
DC-RH2520EHW,Ptca Balloon Cath Ryujin Plus Rx 2.50mm X 20mm Shaft 145cm,BX,Box 1,1,40,,,,1,12,2,1,3,652
DC-RH3515EHW,Ptca Balloon Cath Ryujin Plus Rx 3.50mm X 15mm Shaft 145cm,BX,Box 1,1,40,,,,1,12,2,1,3,652
210-153-5U,1.0X15mm Sapphire 2 Pro Ptca Balloon,BX,Box 1,1,100,,,,1,10,2,1,3,652
210-103-5U,1.0X10mm Sapphire 2 Pro Ptca Balloon,BX,Box 1,1,140,,,,1,10,2,1,3,652
A-TCSE-DF,"Tacticath Se Contact Force Catheter 8F,3.5mm,D-F Curve,115cm",BX,Box 1,1,1250,,,,1,7,4,1,45,652
D402893,"Reflexion Spiral Duo-Deca Variable Radius Catheter 7F, 20 Pole",EA,Single,1,735,,,,1,7,4,1,45,652
D402893,"Reflexion Spiral Duo-Deca Variable Radius Catheter 7F, 20 Pole",EA,Single,1,735,,,,1,14,4,1,45,652
A-TCSE-DF,"Tacticath Se Contact Force Catheter 8F,3.5mm,D-F Curve,115cm",BX,Box 1,1,1250,,,,1,14,4,1,45,652
H7493926232270,Synergy Ous Mr 2.75 X 32,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926228400,Synergy Ous Mr 4.00 X 28,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926228300,Synergy Ous Mr 3.00 X 28,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926228270,Synergy Ous Mr 2.75 X 28,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926228250,Synergy Ous Mr 2.50 X 28,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926224400,Synergy Ous Mr 4.00 X 24,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926224350,Synergy Ous Mr 3.50 X 24,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926208400,Synergy Ous Mr 4.00 X 8,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926208350,Synergy Ous Mr 3.50 X 8,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926208300,Synergy Ous Mr 3.00 X 8,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926216400,Synergy Ous Mr 4.00 X 16,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926216250,Synergy Ous Mr 2.50 X 16,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926212300,Synergy Ous Mr 3.00 X 12,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926212220,Synergy Ous Mr 2.25 X 12,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926238350,Synergy Ous Mr 3.50 X 38,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926238300,Synergy Ous Mr 3.00 X 38,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926224300,Synergy Ous Mr 3.00 X 24,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926220350,Synergy Ous Mr 3.50 X 20,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926220300,Synergy Ous Mr 3.00 X 20,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926220270,Synergy Ous Mr 2.75 X 20,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926220250,Synergy Ous Mr 2.50 X 20,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926220220,Synergy Ous Mr 2.25 X 20,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926238270,Synergy Ous Mr 2.75 X 38,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926238220,Synergy Ous Mr 2.25 X 38,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926232400,Synergy Ous Mr 4.00 X 32,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926232300,Synergy Ous Mr 3.00 X 32,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926248350,Synergy Ous Mr 3.50 X 48,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926216300,Synergy Ous Mr 3.00 X 16,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926212400,Synergy Ous Mr 4.00 X 12,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926220400,Synergy Ous Mr 4.00 X 20,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926248300,Synergy Ous Mr 3.00 X 48,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926248250,Synergy Ous Mr 2.50 X 48,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926212350,Synergy Ous Mr 3.50 X 12,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926216350,Synergy Ous Mr 3.50 X 16,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926216270,Synergy Ous Mr 2.75 X 16,BX,Box 1,1,350,,,,1,5,15,1,17,652
H7493926228350,Synergy Ous Mr 3.50 X 28,BX,Box 1,1,350,,,,1,5,15,1,17,652
1500400-38,Xience Sierra Everolimus Eluting Coranry Stent 4.0X38mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500400-33,Xience Sierra Everolimus Eluting Coranry Stent 4.0X33mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500350-33,Xience Sierra Everolimus Eluting Coranry Stent 3.5X33mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500300-38,Xience Sierra Everolimus Eluting Coranry Stent 3.0X38mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500300-33,Xience Sierra Everolimus Eluting Coranry Stent 3.0X33mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500350-38,Xience Sierra Everolimus Eluting Coranry Stent 3.5X38mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500250-38,Xience Sierra Everolimus Eluting Coranry Stent 2.5X38mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500275-33,Xience Sierra Everolimus Eluting Coranry Stent 2.75X33mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500250-33,Xience Sierra Everolimus Eluting Coranry Stent 2.5X33mm,EA,Single 1,1,210,,,,1,3,15,1,17,652
1500275-38,Xience Sierra Everolimus Eluting Coranry Stent 2.75X38mm,EA,Single 1,1,210,,,,1,14,15,1,17,652
1500275-33,Xience Sierra Everolimus Eluting Coranry Stent 2.75X33mm,EA,Single 1,1,210,,,,1,14,15,1,17,652
1500350-33,Xience Sierra Everolimus Eluting Coranry Stent 3.5X33mm,EA,Single 1,1,210,,,,1,14,15,1,17,652
1500300-38,Xience Sierra Everolimus Eluting Coranry Stent 3.0X38mm,EA,Single 1,1,210,,,,1,14,15,1,17,652
INT25012X,Stent Int25012x Integrity 2.50x12rx,BX,Box 1,1,0.01,,,,1,2,28,1,42,652
INT30012X,Stent Int30012x Integrity 3.00x12rx,BX,Box 1,1,0.01,,,,1,2,28,1,42,652
INT40026X,Stent Int40026x Integrity 4.00x26rx,BX,Box 1,1,0.01,,,,1,2,28,1,42,652
INT40022X,Stent Int40022x Integrity 4.00x22rx,BX,Box 1,1,0.01,,,,1,2,28,1,42,652
INT40018X,Stent Int40018x Integrity 4.00x18rx,BX,Box 1,1,0.01,,,,1,2,28,1,42,652
INT22512X,Stent Int22512x Integrity 2.25x12rx,BX,Box 1,1,0.01,,,,1,2,28,1,42,652
M004EPT5031TH0,7F Standard Blazer,EA,Single,1,350,,,,1,5,10,1,14,652
M0046510,"Blazer To Maestro/xp 1000 Cable, 100cm",BX,Box 1,1,70,,,,1,5,10,1,14,652
D134805,Thmcl Smtch Sf Bid Tc D-f,BX,Box 1,1,1305,,,,1,6,10,1,14,652
BDI35DFRT,Thermocool Sf Bi-dir Catheter - Bdi35dfrt,BX,Box 1,1,705,,,,1,6,10,1,14,652
36O37R,"7 Fr, Curve D, Tip Electrode 4 Mm, Celsius(tm) Ablation Catheters, Spacing 2-5-2 Mm, Length 115 Cm, Color Code Blue, Connector Redel 10, Thermistor (thr)",BX,Box 1,1,415,,,,1,6,10,1,14,652
36O27R,"7 Fr, Curve C, Tip Electrode 4 Mm, Celsius(tm) Ablation Catheters, Spacing 2-5-2 Mm, Length 115 Cm, Color Code Green, Connector Redel 10, Thermistor (thr)",BX,Box 1,1,415,,,,1,6,10,1,14,652
K62/GWB/10,Sterile Guidewire Bowl,BX,Box 20,20,76,,,,1,23,7,1,9,652
1G02277,Latex Free TEE Kit,BX,Box 12,12,88.6,,,,1,9,7,1,9,652
XX*RF06,Tr Band Radial Artery Compression Device - Standard 24cm,BX,Box 5,5,60,,,,1,12,4,1,16,652
XX*RF06L,Tr Band Radial Artery Compression Device - Large 29cm,BX,Box 5,5,60,,,,1,12,4,1,16,652
PSI-6F-11-018,"Prelude Radial Sheath Introducer Set With 6f Sheath, 11cm Length, Dilator, .0.18ins Steel Guide Wire And 21 Gauge X 4cm Advanced Needle",BX,Box 5,5,110,,,,1,4,1,1,5,652
RMRS5C10PQ,Glidesheath slender 4/5F - 10cm length - Hydrophilic with steel wire & open needle,BX,Box 5,5,105,,,,1,12,1,1,5,652
RMRS7F10PQ,Glidesheath slender 6/7F - 10cm length - Hydrophilic with steel wire & open needle,BX,Box 5,5,120,,,,1,12,1,1,5,652
CL-07824,Arrow Super Arrowflex Sheath Introducer 8fr 24cm -- Product Code - Cl-07824,BX,Box 5,5,145,,,,1,8,1,1,5,652
CL-07724,Arrow Super Arrow Flex Sheath Introducer 7fx24cm,BX,Box 5,5,261.93,,,,1,8,1,1,5,652
CL-07624,Arrow Super Arrowflex Sheath Introducer 6fr 24cm -- Product Code - Cl-07624,BX,Box 5,5,198.5,,,,1,8,1,1,5,652
504608X,"8 Fr 0.038 In X 11 Cm, Avanti(tm) Plus Standard Sheath Introducer, With Mini Guidewire 45 Cm",BX,Box 5,5,37.6,,,,1,15,1,1,5,652
504607X,"7 Fr 0.038 In X 11 Cm, Avanti(tm) Plus Standard Sheath Introducer, With Mini Guidewire 45 Cm",BX,Box 5,5,37.6,,,,1,15,1,1,5,652
504606X,"6 Fr 0.038 In X 11 Cm, Avanti(tm) Plus Standard Sheath Introducer, With Mini Guidewire 45 Cm - 504606x",BX,Box 5,5,37.6,,,,1,15,1,1,5,652
504604X,"4 Fr 0.035 In X 11 Cm, Avanti(tm) Plus Standard Sheath Introducer, With Mini Guidewire 45 Cm",BX,Box 5,5,37.6,,,,1,15,1,1,5,652
504611X,"11 Fr 0.038 In X 11 Cm, Avanti(tm) Plus Standard Sheath Introducer, With Mini Guidewire 45 Cm",BX,Box 5,5,37.6,,,,1,15,1,1,5,652
504605X,"5 Fr 0.038 In X 11 Cm, Avanti(tm) Plus Standard Sheath Introducer, With Mini Guidewire 45 Cm",BX,Box 5,5,37.6,,,,1,15,1,1,5,652
H749518120,Opticross Emea - Ic,EA,Single,1,450,,,,1,5,8,1,2,652
H7493933515070,Guidezilla Ii 7F,BX,Box 1,1,265,,,,1,5,8,1,2,652
H7493933515060,Guidezilla Ii 6F,BX,Box 1,1,265,,,,1,5,8,1,2,652
D128208,Pentaray Nav Eco F Curve 2-6-2 Spacing,EA,Single,1,950,,,,1,6,8,1,2,652
G6PB30-0-L102,6.5Fr Power Backup 3.0 100cm Sheathless Guide Catheter,EA,Single,1,90,,,,1,10,1,1,11,652
G6SP40-0-L100,6.5Fr Super Power Backup 4.0 100cm Sheathless Guide Catheter,EA,Single,1,90,,,,1,10,1,1,11,652
G7PB30-0-L100,7.5Fr Power Backup 3.0 100cm Sheathless Guide Catheter,EA,Single,1,90,,,,1,10,1,1,11,652
G6SP35-0-L100,6.5Fr Super Power Backup 3.5 100cm Sheathless Guide Catheter,EA,Single,1,90,,,,1,10,1,1,11,652
G7SP35-0-L100,7.5Fr Super Power Backup 3.5 100cm Sheathless Guide Catheter,EA,Single,1,90,,,,1,10,1,1,11,652
G6PB35-0-L101,6.5Fr Power Backup 3.5 100cm Sheathless Guide Catheter,EA,Single,1,90,,,,1,10,1,1,11,652
H74939403103000,Wolverine Cb Mr Ous 10mm X 3.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403102500,Wolverine Cb Mr Ous 10mm X 2.50mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403103500,Wolverine Cb Mr Ous 10mm X 3.50mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403102750,Wolverine Cb Mr Ous 10mm X 2.75mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403152750,Wolverine Cb Mr Ous 15mm X 2.75mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403152250,Wolverine Cb Mr Ous 15mm X 2.25mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403153500,Wolverine Cb Mr Ous 15mm X 3.50mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403153000,Wolverine Cb Mr Ous 15mm X 3.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403152500,Wolverine Cb Mr Ous 15mm X 2.50mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403152000,Wolverine Cb Mr Ous 15mm X 2.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403104000,Wolverine Cb Mr Ous 10mm X 4.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403103250,Wolverine Cb Mr Ous 10mm X 3.25mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403063000,Wolverine Cb Mr Ous 6mm X 3.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403062500,Wolverine Cb Mr Ous 6mm X 2.50mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403102250,Wolverine Cb Mr Ous 10mm X 2.25mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H74939403102000,Wolverine Cb Mr Ous 10mm X 2.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H7493919330250,"Fg Emerge Mr, Ous 2.50mm X 30mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919320350,"Fg Emerge Mr, Ous 3.50mm X 20mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919320120,"Fg Emerge Mr, Ous 1.20mm X 20mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919312350,"Fg Emerge Mr, Ous 3.50mm X 12mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919312120,"Fg Emerge Mr, Ous 1.20mm X 12mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919308400,"Fg Emerge Mr, Ous 4.00mm X 8mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493927615350,"Nc Emerge Mr, Ous 3.50mm X 15mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608600,"Nc Emerge Mr, Ous 6.00mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927630350,"Nc Emerge Mr, Ous 3.50mm X 30mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493927630300,"Nc Emerge Mr, Ous 3.00mm X 30mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919420150,"Fg Emerge Push Mr, Ous 1.50mm X 20mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493927620600,"Nc Emerge Mr, Ous 6.00mm X 20mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H74939403154000,Wolverine Cb Mr Ous 15mm X 4.00mm,BX,Box 1,1,390,,,,1,5,2,1,18,652
H7493919320250,"Fg Emerge Mr, Ous 2.50mm X 20mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493919315300,"Fg Emerge Mr, Ous 3.00mm X 15mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493919315250,"Fg Emerge Mr, Ous 2.50mm X 15mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493919312300,"Fg Emerge Mr, Ous 3.00mm X 12mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493919312250,"Fg Emerge Mr, Ous 2.50mm X 12mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493927608350,"Nc Emerge Mr, Ous 3.50mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608300,"Nc Emerge Mr, Ous 3.00mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608250,"Nc Emerge Mr, Ous 2.50mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493919330200,"Fg Emerge Mr, Ous 2.00mm X 30mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493919320300,"Fg Emerge Mr, Ous 3.00mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612250,"Nc Emerge Mr, Ous 2.50mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612200,"Nc Emerge Mr, Ous 2.00mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608500,"Nc Emerge Mr, Ous 5.00mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608450,"Nc Emerge Mr, Ous 4.50mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608400,"Nc Emerge Mr, Ous 4.00mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612350,"Nc Emerge Mr, Ous 3.50mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612300,"Nc Emerge Mr, Ous 3.00mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612270,"Nc Emerge Mr, Ous 2.75mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927615300,"Nc Emerge Mr, Ous 3.00mm X 15mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927615270,"Nc Emerge Mr, Ous 2.75mm X 15mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927615250,"Nc Emerge Mr, Ous 2.50mm X 15mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612550,"Nc Emerge Mr, Ous 5.50mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612450,"Nc Emerge Mr, Ous 4.50mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927612400,"Nc Emerge Mr, Ous 4.00mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927620200,"Nc Emerge Mr, Ous 2.00mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927615400,"Nc Emerge Mr, Ous 4.00mm X 15mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927620350,"Nc Emerge Mr, Ous 3.50mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927620320,"Nc Emerge Mr, Ous 3.25mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927620300,"Nc Emerge Mr, Ous 3.00mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927620270,"Nc Emerge Mr, Ous 2.75mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927620250,"Nc Emerge Mr, Ous 2.50mm X 20mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608550,"Nc Emerge Mr, Ous 5.50mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927606450,"Nc Emerge Mr, Ous 4.50mm X 6mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927606350,"Nc Emerge Mr, Ous 3.50mm X 6mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493927608200,"Nc Emerge Mr, Ous 2.00mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493919312200,"Fg Emerge Mr, Ous 2.00mm X 12mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493919308250,"Fg Emerge Mr, Ous 2.50mm X 8mm",EA,Single,1,33,,,,1,5,2,1,18,652
H7493919308200,"Fg Emerge Mr, Ous 2.00mm X 8mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
H7493919308120,"Fg Emerge Mr, Ous 1.20mm X 8mm",BX,Box 1,1,33,,,,1,5,2,1,18,652
H7493919320200,"Fg Emerge Mr, Ous 2.00mm X 20mm",PU,Pack 1,1,33,,,,1,5,2,1,18,652
EUP2512X,2.5x12mm Euphora Coronary Angioplasty Balloon,BX,Box 1,1,41.8,,,,1,2,2,1,18,652
EUP2012X,2.0x12mm Euphora Coronary Angioplasty Balloon,BX,Box 1,1,41.8,,,,1,2,2,1,18,652
EUP2020X,2.0x20mm Euphora Coronary Angioplasty Balloon,BX,Box 1,1,41.8,,,,1,2,2,1,18,652
EUP2520X,2.5x20mm Euphora Coronary Angioplasty Balloon,BX,Box 1,1,41.8,,,,1,2,2,1,18,652
EUP3015X,3.0x15mm Euphora Coronary Angioplasty Balloon,BX,Box 1,1,41.8,,,,1,2,2,1,18,652
EUP3020X,3.0x20mm Euphora Coronary Angioplasty Balloon,BX,Box 1,1,41.8,,,,1,2,2,1,18,652
DC-RM2520HHW,Accuforce Balloon 2.5X20mm,EA,Single,1,40,,,,1,12,2,1,18,652
DC-RM3015HHW,Accuforce 3.0 X 15 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM3020HHW,Accuforce 3.0 X 20 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM3215HHW,Accuforce 3.25 X 15 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM4512HSW,Accuforce 4.5 X 12 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM4515HSW,Accuforce 4.5 X 15 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM3515HHW,Accuforce 3.5 X 15 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM3008HSW,Accuforce 3.0 X 8 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM2508HSW,Accuforce 2.5 X 8 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM2512HHW,Accuforce 2.5 X 12 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM3012HHW,Accuforce 3.0 X 12 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM3512HHW,Accuforce 3.5 X 12 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM4012HHW,Accuforce 4.0 X 12 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM4008HSW,Accuforce 4.0 X 8 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
DC-RM2515HHW,Accuforce 2.5 X 15 mm Shaft 145 cm,BX,Box 1,1,40,,,,1,12,2,1,18,652
300-010-004,3.0x10mm High Pressure 35atm NC Balloon,EA,Single,1,195,,,,1,10,2,1,18,652
250-010-004,2.5x10mm High Pressure 35atm NC Balloon,EA,Single,1,195,,,,1,10,2,1,18,652
BRX0605,Blimp Cto Scoring Balloon,EA,Single,1,900,,,,1,3,15,1,18,652
02245-12,True Dilation Balloon Catheter 22mm x 4.5mm,BX,Box 1,1,550,,,,1,20,6,1,7,652
02445-12,True Dilation Balloon Catheter 24mm x 4.5mm,BX,Box 1,1,550,,,,1,20,6,1,7,652
02045-11,True Dilation Balloon Catheter 20mm x 4.5mm,BX,Box 1,1,550,,,,1,20,6,1,7,652
X905G,Eithibond Excel Grn 90cm M3.5 Ups0 D/Av-7,BX,Box 12,12,43.3,,,,1,6,13,1,25,652
EGF140200,Banana Slide- Single Patient Flat 140x200cm (Red hemmed),BX,Box 50,50,133.5,,,,1,24,16,1,51,652
MREPAIR,Medical Repair details as follows:-,EA,Single,1,1120,,,,1,25,20,2,26,652
MAINTMEDEQ,Maintenance contract MED Equipment,ANN,Year,1,63677.14,,,,1,47,31,2,53,652
MSPARES,Medical Equipment As Per Below,EA,Single,1,0.01,,,,1,39,16,1,49,652
MSPARES,Medical Equipment As Per Below,EA,Single,1,55,,,,1,1,16,1,49,652
4411PACINGCABLE,Threshold Cables 2mm Exposed Pins/alligator,BX,Box 10,10,115.9,,,,1,40,18,1,22,652
MONOGRAM,Monogramming On Garment (discontinued),EA,Single,1,10,,,,1,22,18,1,22,652
326/2/9.37,Kennex Replacement glass for 326/05,EA,Single 1,1,2147,,,,1,40,18,1,61,652
SERVICEPARTS,Parts And Spares Used On Service Visit,EA,Single,1,438.92,,,,1,34,25,1,39,652
JACT-LR,Jact-lr (celite Act Cuvettes - Low Range Heparin),BX,Box 45,45,110,,,,1,32,30,1,46,652
270715,ChloraPrep 10.5ml With Tint Applicators (4 Cartons Of 25),CS,Case 100,100,306.6,,,,1,18,14,1,66,652
10135910,ACUNAV 8F Ultrasound Catheter,EA,Single,1,1250,,,,1,6,16,1,66,652
50-8695,Mayo Needle Holder - Serrated B/J 18cm,EA,Single,1,32.47,,,,1,49,16,1,66,652
83-8882,Ball And Socket Towel Clip 3.5,EA,Single,1,6.54,,,,1,49,16,1,66,652
67-2412,Iris Scissors Light Weight S/P STR 11cm,EA,Single,1,18.47,,,,1,49,16,1,66,652
896025001,Truwave Pressure Monitoring Cable Single Lead,PU,Pack 1,1,50,,,,1,1,16,1,66,652
MEDEQUIPLABOUR,Medical Equipment - Labour,EA,Single,1,1746.97,,,,1,34,20,2,66,652
85785,Cool Point Tubing Set,EA,Single,1,20,,,,1,14,10,1,66,652
538460,"4 Fr, Internal Mammary, Quick Care Infiniti(tm) Diagnostic Catheter, Guidewire Acceptance .035 In, Body Inner Lumen .042 In, Polyurethane",BX,Box 5,5,29.87,,,,1,6,12,1,66,652
533618,"6 Fr, Judkins Left 3.5, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,6,12,1,66,652
533621,"6 Fr, Judkins Right 4, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,6,12,1,66,652
RF-GA-35083M,GUIDE WIRE,EA,Single,1,18,,,,1,12,12,1,66,652
5640,Turnpike Spiral Micro Catheter,PU,Pack 1,1,600,,,,1,8,12,1,66,652
5201,Twinpass Torque 7mm 3.5f X 3.5f,BX,Box 1,1,600,,,,1,8,12,1,66,652
538420,"4 Fr, Judkins Left 4, Quick Care Infiniti(tm) Diagnostic Catheter, Guidewire Acceptance .035 In, Body Inner Lumen .042 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533618,"6 Fr, Judkins Left 3.5, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533640,"6 Fr, Multipurpose A 1, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533540,"5.2 Fr, Amplatz Left I, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .044 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
